A,Year,Month,Day,'TEMPERATURE_x, AIR AVERAGE (deg f),'TEMPERATURE_y, AIR MINIMUM (deg f),'TEMPERATURE, AIR MAXIMUM (deg f),rain
609,2008,11,2,0,61,0,53,0,70,1.63
610,2008,11,3,0,59,0,51,0,70,1.63
611,2008,11,4,0,58,0,51,0,68,1.63
612,2008,11,5,0,59,0,48,0,72,1.63
613,2008,11,6,0,69,0,59,0,80,1.63
614,2008,11,7,0,76,0,66,0,90,1.63
615,2008,11,8,0,70,0,56,0,83,1.63
616,2008,11,9,0,57,0,49,0,65,1.63
617,2008,11,10,0,57,0,48,0,69,1.63
618,2008,11,11,0,60,0,50,0,73,1.63
619,2008,11,12,0,65,0,53,0,79,1.63
620,2008,11,13,0,70,0,61,0,86,1.63
621,2008,11,14,0,78,0,63,0,93,1.63
622,2008,11,15,0,80,0,72,0,90,1.63
623,2008,11,16,0,81,0,73,0,96,1.63
624,2008,11,17,0,77,0,66,0,90,1.63
625,2008,11,18,0,75,0,66,0,90,1.63
626,2008,11,19,0,70,0,59,0,85,1.63
627,2008,11,20,0,66,0,56,0,81,1.63
628,2008,11,21,0,72,0,62,0,87,1.63
629,2008,11,22,0,65,0,50,0,81,1.63
630,2008,11,23,0,55,0,47,0,69,1.63
631,2008,11,24,0,59,0,50,0,76,1.63
632,2008,11,25,0,63,0,55,0,78,1.63
633,2008,11,26,0,59,0,54,0,69,1.63
634,2008,11,27,0,57,0,52,0,67,1.63
635,2008,11,28,0,57,0,51,0,66,1.63
636,2008,11,29,0,59,0,50,0,73,1.63
637,2008,11,30,0,63,0,51,0,78,1.63
638,2009,1,1,0,55,0,42,0,71,0.18
639,2009,1,2,0,45,0,38,0,50,0.18
640,2009,1,3,0,51,0,47,0,59,0.18
641,2009,1,4,0,52,0,44,0,66,0.18
642,2009,1,5,0,49,0,41,0,62,0.18
643,2009,1,6,0,52,0,43,0,64,0.18
644,2009,1,7,0,58,0,47,0,72,0.18
645,2009,1,8,0,56,0,46,0,72,0.18
646,2009,1,9,0,58,0,44,0,76,0.18
647,2009,1,10,0,65,0,57,0,77,0.18
648,2009,1,11,0,72,0,60,0,86,0.18
649,2009,1,12,0,76,0,71,0,87,0.18
650,2009,1,13,0,74,0,64,0,89,0.18
651,2009,1,14,0,73,0,64,0,87,0.18
652,2009,1,15,0,71,0,58,0,85,0.18
653,2009,1,16,0,71,0,59,0,85,0.18
654,2009,1,17,0,69,0,62,0,79,0.18
655,2009,1,18,0,72,0,64,0,86,0.18
656,2009,1,19,0,72,0,63,0,83,0.18
657,2009,1,20,0,71,0,62,0,83,0.18
658,2009,1,21,0,66,0,58,0,75,0.18
659,2009,1,22,0,63,0,58,0,72,0.18
660,2009,1,23,0,57,0,55,0,59,0.18
661,2009,1,24,0,56,0,51,0,61,0.18
662,2009,1,25,0,52,0,48,0,59,0.18
663,2009,1,26,0,50,0,43,0,61,0.18
664,2009,1,27,0,54,0,42,0,66,0.18
665,2009,1,28,0,59,0,47,0,72,0.18
666,2009,1,29,0,67,0,59,0,79,0.18
667,2009,1,30,0,70,0,61,0,85,0.18
668,2009,1,31,0,64,0,52,0,78,0.18
669,2009,2,1,0,60,0,45,0,72,3.8
670,2009,2,2,0,69,0,60,0,83,3.8
671,2009,2,3,0,68,0,59,0,83,3.8
672,2009,2,4,0,67,0,59,0,83,3.8
673,2009,2,5,0,57,0,51,0,66,3.8
674,2009,2,6,0,54,0,49,0,60,3.8
675,2009,2,7,0,50,0,46,0,59,3.8
676,2009,2,8,0,50,0,46,0,56,3.8
677,2009,2,9,0,46,0,39,0,52,3.8
678,2009,2,10,0,46,0,35,0,57,3.8
679,2009,2,11,0,49,0,39,0,61,3.8
680,2009,2,12,0,49,0,42,0,58,3.8
681,2009,2,13,0,46,0,41,0,56,3.8
682,2009,2,14,0,47,0,39,0,58,3.8
683,2009,2,15,0,50,0,42,0,60,3.8
684,2009,2,16,0,49,0,44,0,54,3.8
685,2009,2,17,0,48,0,41,0,59,3.8
686,2009,2,18,0,53,0,42,0,66,3.8
687,2009,2,19,0,62,0,50,0,75,3.8
688,2009,2,20,0,61,0,52,0,74,3.8
689,2009,2,21,0,61,0,51,0,72,3.8
690,2009,2,22,0,63,0,57,0,69,3.8
691,2009,2,23,0,63,0,54,0,76,3.8
692,2009,2,24,0,59,0,50,0,71,3.8
693,2009,2,25,0,53,0,46,0,63,3.8
694,2009,2,26,0,54,0,44,0,65,3.8
695,2009,2,27,0,55,0,47,0,69,3.8
696,2009,2,28,0,68,0,53,0,83,3.8
697,2009,3,1,0,71,0,60,0,84,0.07
698,2009,3,2,0,65,0,56,0,79,0.07
699,2009,3,3,0,58,0,46,0,70,0.07
700,2009,3,4,0,53,0,43,0,62,0.07
701,2009,3,5,0,52,0,41,0,62,0.07
702,2009,3,6,0,50,0,41,0,60,0.07
703,2009,3,7,0,53,0,43,0,63,0.07
704,2009,3,8,0,53,0,44,0,66,0.07
705,2009,3,9,0,53,0,46,0,61,0.07
706,2009,3,10,0,52,0,41,0,64,0.07
707,2009,3,11,0,51,0,43,0,59,0.07
708,2009,3,12,0,53,0,45,0,64,0.07
709,2009,3,13,0,54,0,43,0,66,0.07
710,2009,3,14,0,54,0,47,0,62,0.07
711,2009,3,15,0,53,0,46,0,61,0.07
712,2009,3,16,0,57,0,44,0,75,0.07
713,2009,3,17,0,66,0,52,0,82,0.07
714,2009,3,18,0,66,0,51,0,87,0.07
715,2009,3,19,0,58,0,46,0,76,0.07
716,2009,3,20,0,55,0,47,0,66,0.07
717,2009,3,21,0,54,0,48,0,63,0.07
718,2009,3,22,0,52,0,44,0,59,0.07
719,2009,3,23,0,52,0,41,0,66,0.07
720,2009,3,24,0,64,0,50,0,81,0.07
721,2009,3,25,0,62,0,51,0,78,0.07
722,2009,3,26,0,56,0,44,0,69,0.07
723,2009,3,27,0,62,0,48,0,81,0.07
724,2009,3,28,0,65,0,51,0,81,0.07
725,2009,3,29,0,55,0,47,0,68,0.07
726,2009,3,30,0,58,0,47,0,72,0.07
727,2009,3,31,0,57,0,45,0,70,0.07
728,2009,4,1,0,55,0,45,0,68,0.08
729,2009,4,2,0,54,0,50,0,61,0.08
730,2009,4,3,0,54,0,44,0,62,0.08
731,2009,4,4,0,56,0,42,0,69,0.08
732,2009,4,5,0,68,0,52,0,81,0.08
733,2009,4,6,0,70,0,57,0,86,0.08
734,2009,4,7,0,60,0,50,0,71,0.08
735,2009,4,8,0,56,0,50,0,65,0.08
736,2009,4,9,0,56,0,49,0,67,0.08
737,2009,4,10,0,53,0,49,0,60,0.08
738,2009,4,11,0,55,0,48,0,65,0.08
739,2009,4,12,0,59,0,45,0,76,0.08
740,2009,4,13,0,63,0,49,0,80,0.08
741,2009,4,14,0,56,0,46,0,67,0.08
742,2009,4,15,0,50,0,42,0,59,0.08
743,2009,4,16,0,54,0,43,0,67,0.08
744,2009,4,17,0,61,0,46,0,77,0.08
745,2009,4,18,0,69,0,53,0,86,0.08
746,2009,4,19,0,81,0,63,0,96,0.08
747,2009,4,20,0,86,0,70,0,101,0.08
748,2009,4,21,0,79,0,59,0,98,0.08
749,2009,4,22,0,61,0,53,0,73,0.08
750,2009,4,23,0,59,0,54,0,70,0.08
751,2009,4,24,0,57,0,53,0,66,0.08
752,2009,4,25,0,57,0,48,0,64,0.08
753,2009,4,26,0,56,0,43,0,69,0.08
754,2009,4,27,0,56,0,47,0,68,0.08
755,2009,4,28,0,57,0,51,0,66,0.08
756,2009,4,29,0,58,0,46,0,68,0.08
757,2009,4,30,0,59,0,47,0,73,0.08
758,2009,5,1,0,64,0,51,0,80,0.03
759,2009,5,2,0,62,0,54,0,72,0.03
760,2009,5,3,0,64,0,54,0,77,0.03
761,2009,5,4,0,62,0,52,0,75,0.03
762,2009,5,5,0,64,0,53,0,77,0.03
763,2009,5,6,0,68,0,55,0,84,0.03
764,2009,5,7,0,71,0,59,0,88,0.03
765,2009,5,8,0,66,0,55,0,80,0.03
766,2009,5,9,0,62,0,53,0,77,0.03
767,2009,5,10,0,62,0,54,0,76,0.03
768,2009,5,11,0,63,0,55,0,75,0.03
769,2009,5,12,0,62,0,56,0,74,0.03
770,2009,5,13,0,64,0,56,0,76,0.03
771,2009,5,14,0,63,0,53,0,75,0.03
772,2009,5,15,0,62,0,53,0,77,0.03
773,2009,5,16,0,64,0,57,0,80,0.03
774,2009,5,17,0,64,0,52,0,79,0.03
775,2009,5,18,0,67,0,55,0,87,0.03
776,2009,5,19,0,69,0,55,0,85,0.03
777,2009,5,20,0,67,0,52,0,85,0.03
778,2009,5,21,0,64,0,55,0,76,0.03
779,2009,5,22,0,61,0,53,0,76,0.03
780,2009,5,23,0,61,0,53,0,74,0.03
781,2009,5,24,0,61,0,53,0,72,0.03
782,2009,5,25,0,62,0,54,0,72,0.03
783,2009,5,26,0,63,0,57,0,75,0.03
784,2009,5,27,0,64,0,57,0,75,0.03
785,2009,5,28,0,63,0,57,0,75,0.03
786,2009,5,29,0,59,0,56,0,63,0.03
787,2009,5,30,0,61,0,57,0,66,0.03
788,2009,5,31,0,60,0,56,0,69,0.03
789,2009,6,1,0,62,0,56,0,76,0.02
790,2009,6,2,0,65,0,56,0,78,0.02
791,2009,6,3,0,61,0,53,0,74,0.02
792,2009,6,4,0,63,0,55,0,73,0.02
793,2009,6,5,0,62,0,55,0,70,0.02
794,2009,6,6,0,61,0,52,0,70,0.02
795,2009,6,7,0,63,0,54,0,76,0.02
796,2009,6,8,0,62,0,54,0,74,0.02
797,2009,6,9,0,62,0,57,0,70,0.02
798,2009,6,10,0,60,0,57,0,66,0.02
799,2009,6,11,0,62,0,55,0,71,0.02
800,2009,6,12,0,61,0,56,0,67,0.02
801,2009,6,13,0,62,0,56,0,69,0.02
802,2009,6,14,0,64,0,57,0,74,0.02
803,2009,6,15,0,64,0,56,0,73,0.02
804,2009,6,16,0,67,0,57,0,77,0.02
805,2009,6,17,0,66,0,57,0,76,0.02
806,2009,6,18,0,66,0,55,0,78,0.02
807,2009,6,19,0,66,0,58,0,78,0.02
808,2009,6,20,0,63,0,60,0,69,0.02
809,2009,6,21,0,66,0,57,0,75,0.02
810,2009,6,22,0,64,0,52,0,77,0.02
811,2009,6,23,0,64,0,53,0,76,0.02
812,2009,6,24,0,65,0,58,0,77,0.02
813,2009,6,25,0,67,0,56,0,81,0.02
814,2009,6,26,0,67,0,55,0,81,0.02
815,2009,6,27,0,69,0,55,0,85,0.02
816,2009,6,28,0,74,0,57,0,95,0.02
817,2009,6,29,0,69,0,56,0,83,0.02
818,2009,6,30,0,71,0,59,0,89,0.02
819,2009,10,1,0,76,0,59,0,94,0.22
820,2009,10,2,0,73,0,61,0,90,0.22
821,2009,10,3,0,67,0,57,0,80,0.22
822,2009,10,4,0,59,0,52,0,67,0.22
823,2009,10,5,0,59,0,50,0,69,0.22
824,2009,10,6,0,61,0,50,0,71,0.22
825,2009,10,7,0,62,0,55,0,70,0.22
826,2009,10,8,0,61,0,52,0,75,0.22
827,2009,10,9,0,63,0,53,0,75,0.22
828,2009,10,10,0,60,0,51,0,75,0.22
829,2009,10,11,0,61,0,54,0,72,0.22
830,2009,10,12,0,59,0,54,0,67,0.22
831,2009,10,13,0,61,0,55,0,68,0.22
832,2009,10,14,0,64,0,59,0,77,0.22
833,2009,10,15,0,68,0,57,0,84,0.22
834,2009,10,16,0,81,0,68,0,95,0.22
835,2009,10,17,0,77,0,62,0,94,0.22
836,2009,10,18,0,66,0,53,0,78,0.22
837,2009,10,19,0,64,0,58,0,75,0.22
838,2009,10,20,0,63,0,56,0,75,0.22
839,2009,10,21,0,69,0,56,0,85,0.22
840,2009,10,22,0,70,0,60,0,85,0.22
841,2009,10,23,0,74,0,59,0,91,0.22
842,2009,10,24,0,69,0,56,0,86,0.22
843,2009,10,25,0,69,0,49,0,87,0.22
844,2009,10,26,0,78,0,64,0,95,0.22
845,2009,10,27,0,64,0,57,0,71,0.22
846,2009,10,28,0,59,0,53,0,68,0.22
847,2009,10,29,0,61,0,52,0,72,0.22
848,2009,10,30,0,62,0,52,0,78,0.22
849,2009,10,31,0,70,0,57,0,86,0.22
850,2009,11,1,0,73,0,63,0,88,0.13
851,2009,11,2,0,72,0,61,0,88,0.13
852,2009,11,3,0,72,0,60,0,91,0.13
853,2009,11,4,0,63,0,51,0,78,0.13
854,2009,11,5,0,59,0,50,0,71,0.13
855,2009,11,6,0,60,0,51,0,71,0.13
856,2009,11,7,0,59,0,52,0,72,0.13
857,2009,11,8,0,59,0,52,0,75,0.13
858,2009,11,9,0,66,0,50,0,83,0.13
859,2009,11,10,0,72,0,62,0,86,0.13
860,2009,11,11,0,69,0,59,0,83,0.13
861,2009,11,12,0,62,0,57,0,76,0.13
862,2009,11,13,0,58,0,50,0,69,0.13
863,2009,11,14,0,56,0,47,0,70,0.13
864,2009,11,15,0,62,0,49,0,75,0.13
865,2009,11,16,0,65,0,57,0,79,0.13
866,2009,11,17,0,63,0,53,0,81,0.13
867,2009,11,18,0,57,0,48,0,71,0.13
868,2009,11,19,0,61,0,48,0,76,0.13
869,2009,11,20,0,59,0,49,0,74,0.13
870,2009,11,21,0,56,0,47,0,68,0.13
871,2009,11,22,0,57,0,48,0,71,0.13
872,2009,11,23,0,65,0,50,0,78,0.13
873,2009,11,24,0,68,0,56,0,80,0.13
874,2009,11,25,0,71,0,62,0,83,0.13
875,2009,11,26,0,72,0,60,0,86,0.13
876,2009,11,27,0,61,0,52,0,76,0.13
877,2009,11,28,0,53,0,47,0,60,0.13
878,2009,11,29,0,61,0,47,0,71,0.13
879,2009,11,30,0,67,0,55,0,80,0.13
880,2010,1,1,0,60,0,53,0,75,5.86
881,2010,1,2,0,66,0,56,0,80,5.86
882,2010,1,3,0,68,0,59,0,83,5.86
883,2010,1,4,0,64,0,56,0,77,5.86
884,2010,1,5,0,64,0,56,0,78,5.86
885,2010,1,6,0,62,0,54,0,76,5.86
886,2010,1,7,0,61,0,51,0,77,5.86
887,2010,1,8,0,66,0,53,0,78,5.86
888,2010,1,9,0,66,0,59,0,78,5.86
889,2010,1,10,0,64,0,56,0,79,5.86
890,2010,1,11,0,67,0,57,0,81,5.86
891,2010,1,12,0,61,0,48,0,74,5.86
892,2010,1,13,0,52,0,46,0,64,5.86
893,2010,1,14,0,57,0,46,0,68,5.86
894,2010,1,15,0,64,0,56,0,74,5.86
895,2010,1,16,0,58,0,48,0,72,5.86
896,2010,1,17,0,54,0,48,0,66,5.86
897,2010,1,18,0,53,0,49,0,56,5.86
898,2010,1,19,0,51,0,46,0,58,5.86
899,2010,1,20,0,51,0,48,0,55,5.86
900,2010,1,21,0,52,0,47,0,56,5.86
901,2010,1,22,0,45,0,41,0,51,5.86
902,2010,1,23,0,48,0,42,0,57,5.86
903,2010,1,24,0,51,0,42,0,64,5.86
904,2010,1,25,0,53,0,45,0,67,5.86
905,2010,1,26,0,52,0,45,0,60,5.86
906,2010,1,27,0,55,0,49,0,66,5.86
907,2010,1,28,0,56,0,48,0,68,5.86
908,2010,1,29,0,55,0,47,0,67,5.86
909,2010,1,30,0,53,0,45,0,65,5.86
910,2010,1,31,0,52,0,44,0,65,5.86
911,2010,2,1,0,54,0,47,0,66,3.76
912,2010,2,2,0,55,0,46,0,68,3.76
913,2010,2,3,0,54,0,46,0,65,3.76
914,2010,2,4,0,54,0,46,0,65,3.76
915,2010,2,5,0,52,0,49,0,56,3.76
916,2010,2,6,0,54,0,49,0,61,3.76
917,2010,2,7,0,52,0,45,0,61,3.76
918,2010,2,8,0,52,0,42,0,64,3.76
919,2010,2,9,0,48,0,40,0,57,3.76
920,2010,2,10,0,49,0,38,0,62,3.76
921,2010,2,11,0,52,0,42,0,62,3.76
922,2010,2,12,0,55,0,46,0,67,3.76
923,2010,2,13,0,61,0,49,0,76,3.76
924,2010,2,14,0,67,0,55,0,81,3.76
925,2010,2,15,0,66,0,57,0,81,3.76
926,2010,2,16,0,68,0,58,0,81,3.76
927,2010,2,17,0,64,0,52,0,78,3.76
928,2010,2,18,0,57,0,50,0,72,3.76
929,2010,2,19,0,53,0,47,0,61,3.76
930,2010,2,20,0,53,0,46,0,63,3.76
931,2010,2,21,0,54,0,48,0,61,3.76
932,2010,2,22,0,55,0,49,0,66,3.76
933,2010,2,23,0,56,0,46,0,68,3.76
934,2010,2,24,0,55,0,47,0,64,3.76
935,2010,2,25,0,57,0,50,0,69,3.76
936,2010,2,26,0,61,0,52,0,74,3.76
937,2010,2,27,0,53,0,45,0,58,3.76
938,2010,2,28,0,53,0,42,0,66,3.76
939,2010,3,1,0,57,0,48,0,71,0.18
940,2010,3,2,0,56,0,47,0,67,0.18
941,2010,3,3,0,54,0,46,0,66,0.18
942,2010,3,4,0,51,0,43,0,61,0.18
943,2010,3,5,0,53,0,42,0,66,0.18
944,2010,3,6,0,51,0,46,0,63,0.18
945,2010,3,7,0,52,0,47,0,60,0.18
946,2010,3,8,0,54,0,49,0,61,0.18
947,2010,3,9,0,50,0,41,0,58,0.18
948,2010,3,10,0,49,0,38,0,59,0.18
949,2010,3,11,0,54,0,42,0,68,0.18
950,2010,3,12,0,57,0,46,0,70,0.18
951,2010,3,13,0,53,0,44,0,67,0.18
952,2010,3,14,0,56,0,44,0,69,0.18
953,2010,3,15,0,68,0,51,0,83,0.18
954,2010,3,16,0,73,0,64,0,85,0.18
955,2010,3,17,0,72,0,61,0,87,0.18
956,2010,3,18,0,61,0,51,0,76,0.18
957,2010,3,19,0,61,0,49,0,76,0.18
958,2010,3,20,0,64,0,51,0,79,0.18
959,2010,3,21,0,64,0,54,0,80,0.18
960,2010,3,22,0,58,0,50,0,72,0.18
961,2010,3,23,0,59,0,51,0,72,0.18
962,2010,3,24,0,59,0,48,0,72,0.18
963,2010,3,25,0,54,0,43,0,66,0.18
964,2010,3,26,0,58,0,47,0,70,0.18
965,2010,3,27,0,65,0,51,0,81,0.18
966,2010,3,28,0,70,0,58,0,83,0.18
967,2010,3,29,0,65,0,49,0,79,0.18
968,2010,3,30,0,56,0,46,0,66,0.18
969,2010,3,31,0,53,0,44,0,60,0.18
970,2010,4,1,0,50,0,43,0,63,1.29
971,2010,4,2,0,53,0,42,0,66,1.29
972,2010,4,3,0,55,0,43,0,67,1.29
973,2010,4,4,0,54,0,46,0,62,1.29
974,2010,4,5,0,53,0,45,0,64,1.29
975,2010,4,6,0,57,0,42,0,73,1.29
976,2010,4,7,0,69,0,51,0,83,1.29
977,2010,4,8,0,68,0,57,0,81,1.29
978,2010,4,9,0,59,0,50,0,72,1.29
979,2010,4,10,0,55,0,46,0,67,1.29
980,2010,4,11,0,55,0,49,0,61,1.29
981,2010,4,12,0,54,0,46,0,63,1.29
982,2010,4,13,0,53,0,44,0,66,1.29
983,2010,4,14,0,56,0,44,0,67,1.29
984,2010,4,15,0,57,0,48,0,69,1.29
985,2010,4,16,0,57,0,50,0,70,1.29
986,2010,4,17,0,60,0,49,0,75,1.29
987,2010,4,18,0,60,0,51,0,77,1.29
988,2010,4,19,0,62,0,54,0,74,1.29
989,2010,4,20,0,56,0,48,0,69,1.29
990,2010,4,21,0,49,0,45,0,55,1.29
991,2010,4,22,0,50,0,42,0,59,1.29
992,2010,4,23,0,55,0,42,0,65,1.29
993,2010,4,24,0,58,0,49,0,70,1.29
994,2010,4,25,0,57,0,48,0,74,1.29
995,2010,4,26,0,59,0,49,0,74,1.29
996,2010,4,27,0,58,0,50,0,70,1.29
997,2010,4,28,0,57,0,51,0,65,1.29
998,2010,4,29,0,54,0,45,0,63,1.29
999,2010,4,30,0,56,0,43,0,69,1.29
1000,2010,5,1,0,59,0,46,0,71,0.04
1001,2010,5,2,0,58,0,51,0,69,0.04
1002,2010,5,3,0,68,0,49,0,85,0.04
1003,2010,5,4,0,65,0,53,0,78,0.04
1004,2010,5,5,0,60,0,49,0,74,0.04
1005,2010,5,6,0,60,0,50,0,73,0.04
1006,2010,5,7,0,64,0,52,0,79,0.04
1007,2010,5,8,0,64,0,51,0,78,0.04
1008,2010,5,9,0,56,0,49,0,66,0.04
1009,2010,5,10,0,56,0,48,0,66,0.04
1010,2010,5,11,0,56,0,46,0,66,0.04
1011,2010,5,12,0,60,0,46,0,74,0.04
1012,2010,5,13,0,61,0,50,0,74,0.04
1013,2010,5,14,0,60,0,50,0,72,0.04
1014,2010,5,15,0,61,0,52,0,73,0.04
1015,2010,5,16,0,58,0,53,0,68,0.04
1016,2010,5,17,0,55,0,50,0,63,0.04
1017,2010,5,18,0,59,0,51,0,71,0.04
1018,2010,5,19,0,62,0,51,0,72,0.04
1019,2010,5,20,0,63,0,48,0,77,0.04
1020,2010,5,21,0,60,0,52,0,74,0.04
1021,2010,5,22,0,58,0,50,0,69,0.04
1022,2010,5,23,0,55,0,46,0,64,0.04
1023,2010,5,24,0,57,0,47,0,68,0.04
1024,2010,5,25,0,58,0,45,0,69,0.04
1025,2010,5,26,0,60,0,48,0,73,0.04
1026,2010,5,27,0,61,0,51,0,72,0.04
1027,2010,5,28,0,60,0,47,0,70,0.04
1028,2010,5,29,0,64,0,48,0,79,0.04
1029,2010,5,30,0,65,0,53,0,78,0.04
1030,2010,5,31,0,62,0,51,0,74,0.04
1031,2010,6,1,0,60,0,53,0,71,0.02
1032,2010,6,2,0,63,0,55,0,73,0.02
1033,2010,6,3,0,63,0,54,0,76,0.02
1034,2010,6,4,0,64,0,55,0,78,0.02
1035,2010,6,5,0,65,0,56,0,79,0.02
1036,2010,6,6,0,67,0,58,0,81,0.02
1037,2010,6,7,0,66,0,58,0,78,0.02
1038,2010,6,8,0,64,0,57,0,74,0.02
1039,2010,6,9,0,64,0,57,0,74,0.02
1040,2010,6,10,0,63,0,56,0,75,0.02
1041,2010,6,11,0,60,0,55,0,65,0.02
1042,2010,6,12,0,59,0,53,0,66,0.02
1043,2010,6,13,0,64,0,52,0,78,0.02
1044,2010,6,14,0,70,0,55,0,88,0.02
1045,2010,6,15,0,65,0,54,0,78,0.02
1046,2010,6,16,0,62,0,52,0,73,0.02
1047,2010,6,17,0,63,0,50,0,77,0.02
1048,2010,6,18,0,63,0,54,0,75,0.02
1049,2010,6,19,0,65,0,55,0,77,0.02
1050,2010,6,20,0,65,0,56,0,78,0.02
1051,2010,6,21,0,62,0,50,0,72,0.02
1052,2010,6,22,0,63,0,49,0,77,0.02
1053,2010,6,23,0,65,0,56,0,80,0.02
1054,2010,6,24,0,64,0,55,0,78,0.02
1055,2010,6,25,0,64,0,53,0,78,0.02
1056,2010,6,26,0,64,0,57,0,75,0.02
1057,2010,6,27,0,64,0,56,0,76,0.02
1058,2010,6,28,0,61,0,57,0,71,0.02
1059,2010,6,29,0,63,0,56,0,73,0.02
1060,2010,6,30,0,68,0,58,0,81,0.02
1061,2010,7,1,0,66,0,56,0,81,0.03
1062,2010,7,2,0,65,0,54,0,78,0.03
1063,2010,7,3,0,63,0,52,0,73,0.03
1064,2010,7,4,0,63,0,54,0,73,0.03
1065,2010,7,5,0,63,0,57,0,73,0.03
1066,2010,7,6,0,60,0,57,0,64,0.03
1067,2010,7,7,0,61,0,57,0,72,0.03
1068,2010,7,8,0,62,0,57,0,73,0.03
1069,2010,7,9,0,64,0,56,0,77,0.03
1070,2010,7,10,0,65,0,57,0,76,0.03
1071,2010,7,11,0,65,0,57,0,77,0.03
1072,2010,7,12,0,71,0,59,0,87,0.03
1073,2010,7,13,0,77,0,59,0,94,0.03
1074,2010,7,14,0,80,0,65,0,100,0.03
1075,2010,7,15,0,79,0,64,0,94,0.03
1076,2010,7,16,0,81,0,66,0,97,0.03
1077,2010,7,17,0,76,0,62,0,93,0.03
1078,2010,7,18,0,70,0,60,0,85,0.03
1079,2010,7,19,0,68,0,59,0,79,0.03
1080,2010,7,20,0,67,0,59,0,78,0.03
1081,2010,7,21,0,65,0,60,0,74,0.03
1082,2010,7,22,0,64,0,56,0,77,0.03
1083,2010,7,23,0,66,0,55,0,79,0.03
1084,2010,7,24,0,67,0,57,0,78,0.03
1085,2010,7,25,0,65,0,57,0,80,0.03
1086,2010,7,26,0,64,0,56,0,77,0.03
1087,2010,7,27,0,63,0,56,0,75,0.03
1088,2010,7,28,0,66,0,56,0,77,0.03
1089,2010,7,29,0,66,0,55,0,78,0.03
1090,2010,7,30,0,65,0,55,0,78,0.03
1091,2010,7,31,0,65,0,57,0,80,0.03
1092,2010,8,1,0,68,0,57,0,81,0.01
1093,2010,8,2,0,67,0,54,0,86,0.01
1094,2010,8,3,0,69,0,57,0,82,0.01
1095,2010,8,4,0,65,0,57,0,80,0.01
1096,2010,8,5,0,64,0,55,0,79,0.01
1097,2010,8,6,0,65,0,55,0,79,0.01
1098,2010,8,7,0,64,0,55,0,77,0.01
1099,2010,8,8,0,64,0,55,0,76,0.01
1100,2010,8,9,0,65,0,53,0,79,0.01
1101,2010,8,10,0,64,0,54,0,80,0.01
1102,2010,8,11,0,65,0,56,0,77,0.01
1103,2010,8,12,0,64,0,51,0,80,0.01
1104,2010,8,13,0,66,0,51,0,85,0.01
1105,2010,8,14,0,66,0,53,0,84,0.01
1106,2010,8,15,0,67,0,52,0,89,0.01
1107,2010,8,16,0,69,0,57,0,84,0.01
1108,2010,8,17,0,78,0,63,0,96,0.01
1109,2010,8,18,0,82,0,69,0,96,0.01
1110,2010,8,19,0,78,0,64,0,93,0.01
1111,2010,8,20,0,76,0,62,0,95,0.01
1112,2010,8,21,0,75,0,61,0,92,0.01
1113,2010,8,22,0,76,0,60,0,94,0.01
1114,2010,8,23,0,78,0,62,0,95,0.01
1115,2010,8,24,0,80,0,66,0,101,0.01
1116,2010,8,25,0,82,0,66,0,105,0.01
1117,2010,8,26,0,78,0,61,0,101,0.01
1118,2010,8,27,0,68,0,60,0,81,0.01
1119,2010,8,28,0,64,0,58,0,76,0.01
1120,2010,8,29,0,64,0,55,0,74,0.01
1121,2010,8,30,0,63,0,53,0,75,0.01
1122,2010,8,31,0,67,0,55,0,81,0.01
1123,2010,9,1,0,69,0,57,0,86,0.03
1124,2010,9,2,0,70,0,54,0,92,0.03
1125,2010,9,3,0,77,0,57,0,100,0.03
1126,2010,9,4,0,79,0,59,0,103,0.03
1127,2010,9,5,0,66,0,56,0,85,0.03
1128,2010,9,6,0,64,0,56,0,75,0.03
1129,2010,9,7,0,63,0,58,0,75,0.03
1130,2010,9,8,0,62,0,57,0,70,0.03
1131,2010,9,9,0,64,0,55,0,74,0.03
1132,2010,9,10,0,64,0,53,0,78,0.03
1133,2010,9,11,0,65,0,54,0,81,0.03
1134,2010,9,12,0,67,0,52,0,90,0.03
1135,2010,9,13,0,70,0,56,0,88,0.03
1136,2010,9,14,0,70,0,59,0,88,0.03
1137,2010,9,15,0,68,0,56,0,83,0.03
1138,2010,9,16,0,65,0,55,0,80,0.03
1139,2010,9,17,0,63,0,54,0,79,0.03
1140,2010,9,18,0,64,0,49,0,81,0.03
1141,2010,9,19,0,66,0,53,0,83,0.03
1142,2010,9,20,0,64,0,55,0,79,0.03
1143,2010,9,21,0,61,0,53,0,73,0.03
1144,2010,9,22,0,62,0,54,0,72,0.03
1145,2010,9,23,0,65,0,52,0,80,0.03
1146,2010,9,24,0,72,0,57,0,97,0.03
1147,2010,9,25,0,82,0,65,0,101,0.03
1148,2010,9,26,0,88,0,70,0,106,0.03
1149,2010,9,27,0,94,0,77,0,111,0.03
1150,2010,9,28,0,80,0,68,0,96,0.03
1151,2010,9,29,0,76,0,65,0,91,0.03
1152,2010,9,30,0,74,0,65,0,87,0.03
1153,2010,10,1,0,71,0,62,0,85,3.38
1154,2010,10,2,0,72,0,61,0,89,3.38
1155,2010,10,3,0,66,0,61,0,81,3.38
1156,2010,10,4,0,59,0,56,0,62,3.38
1157,2010,10,5,0,56,0,54,0,60,3.38
1158,2010,10,6,0,58,0,54,0,66,3.38
