,Year,Month,Day,'TEMPERATURE_x, AIR AVERAGE (deg f)','TEMPERATURE_y, AIR MINIMUM (deg f)','TEMPERATURE, AIR MAXIMUM (deg f)',Rain
552,2008,5,5,0,54,0,49,0,67,0.29
553,2008,5,6,0,53,0,49,0,59,0.29
554,2008,5,7,0,53,0,49,0,58,0.29
555,2008,5,8,0,57,0,49,0,69,0.29
556,2008,5,9,0,53,0,48,0,60,0.29
557,2008,5,10,0,58,0,50,0,73,0.29
558,2008,5,11,0,58,0,50,0,73,0.29
559,2008,5,12,0,51,0,48,0,55,0.29
560,2008,5,13,0,62,0,47,0,77,0.29
561,2008,5,14,0,70,0,57,0,82,0.29
562,2008,5,15,0,79,0,68,0,87,0.29
563,2008,5,16,0,83,0,74,0,94,0.29
564,2008,5,17,0,87,0,77,0,98,0.29
565,2008,5,18,0,86,0,75,0,97,0.29
566,2008,5,19,0,80,0,66,0,94,0.29
567,2008,5,20,0,63,0,55,0,74,0.29
568,2008,5,21,0,60,0,54,0,71,0.29
569,2008,5,22,0,54,0,50,0,64,0.29
570,2008,5,23,0,49,0,46,0,51,0.29
571,2008,5,24,0,50,0,44,0,59,0.29
572,2008,5,25,0,53,0,46,0,63,0.29
573,2008,5,26,0,54,0,45,0,63,0.29
574,2008,5,27,0,57,0,47,0,71,0.29
575,2008,5,28,0,59,0,48,0,72,0.29
576,2008,5,29,0,61,0,50,0,75,0.29
577,2008,5,30,0,63,0,53,0,77,0.29
578,2008,5,31,0,61,0,50,0,75,0.29
579,2008,11,1,0,72,0,60,0,82,1.74
580,2008,11,2,0,59,0,53,0,72,1.74
581,2008,11,3,0,57,0,52,0,66,1.74
582,2008,11,4,0,55,0,50,0,65,1.74
583,2008,11,5,0,59,0,50,0,68,1.74
584,2008,11,6,0,69,0,60,0,78,1.74
585,2008,11,7,0,73,0,67,0,80,1.74
586,2008,11,8,0,70,0,54,0,82,1.74
587,2008,11,9,0,56,0,50,0,64,1.74
588,2008,11,10,0,55,0,49,0,67,1.74
589,2008,11,11,0,60,0,51,0,71,1.74
590,2008,11,12,0,69,0,58,0,77,1.74
591,2008,11,13,0,75,0,69,0,82,1.74
592,2008,11,14,0,79,0,74,0,83,1.74
593,2008,11,15,0,76,0,71,0,81,1.74
594,2008,11,16,0,78,0,73,0,84,1.74
595,2008,11,17,0,79,0,71,0,88,1.74
596,2008,11,18,0,78,0,72,0,87,1.74
597,2008,11,19,0,75,0,65,0,85,1.74
598,2008,11,20,0,71,0,66,0,79,1.74
599,2008,11,21,0,74,0,69,0,87,1.74
600,2008,11,22,0,69,0,61,0,80,1.74
601,2008,11,23,0,60,0,52,0,68,1.74
602,2008,11,24,0,63,0,52,0,81,1.74
603,2008,11,25,0,60,0,51,0,71,1.74
604,2008,11,26,0,55,0,51,0,60,1.74
605,2008,11,27,0,54,0,51,0,61,1.74
606,2008,11,28,0,55,0,49,0,64,1.74
607,2008,11,29,0,62,0,52,0,72,1.74
608,2008,11,30,0,72,0,65,0,81,1.74
609,2009,1,1,0,61,0,53,0,70,0.22
610,2009,1,2,0,48,0,43,0,55,0.22
611,2009,1,3,0,48,0,44,0,59,0.22
612,2009,1,4,0,50,0,45,0,57,0.22
613,2009,1,5,0,48,0,43,0,57,0.22
614,2009,1,6,0,51,0,42,0,61,0.22
615,2009,1,7,0,61,0,54,0,72,0.22
616,2009,1,8,0,60,0,46,0,69,0.22
617,2009,1,9,0,59,0,49,0,67,0.22
618,2009,1,10,0,61,0,53,0,66,0.22
619,2009,1,11,0,71,0,65,0,81,0.22
620,2009,1,12,0,70,0,66,0,76,0.22
621,2009,1,13,0,71,0,65,0,77,0.22
622,2009,1,14,0,73,0,69,0,78,0.22
623,2009,1,15,0,70,0,66,0,77,0.22
624,2009,1,16,0,68,0,64,0,72,0.22
625,2009,1,17,0,69,0,64,0,79,0.22
626,2009,1,18,0,68,0,65,0,72,0.22
627,2009,1,19,0,71,0,67,0,81,0.22
628,2009,1,20,0,72,0,65,0,82,0.22
629,2009,1,21,0,67,0,61,0,72,0.22
630,2009,1,22,0,61,0,57,0,68,0.22
631,2009,1,23,0,55,0,51,0,61,0.22
632,2009,1,24,0,52,0,48,0,54,0.22
633,2009,1,25,0,48,0,44,0,55,0.22
634,2009,1,26,0,47,0,40,0,57,0.22
635,2009,1,27,0,50,0,43,0,58,0.22
636,2009,1,28,0,61,0,51,0,68,0.22
637,2009,1,29,0,63,0,56,0,68,0.22
638,2009,1,30,0,66,0,61,0,72,0.22
639,2009,1,31,0,66,0,58,0,78,0.22
640,2009,2,1,0,64,0,54,0,74,3.26
641,2009,2,2,0,67,0,61,0,75,3.26
642,2009,2,3,0,70,0,64,0,79,3.26
643,2009,2,4,0,68,0,60,0,79,3.26
644,2009,2,5,0,54,0,48,0,61,3.26
645,2009,2,6,0,49,0,44,0,52,3.26
646,2009,2,7,0,47,0,43,0,57,3.26
647,2009,2,8,0,46,0,44,0,49,3.26
648,2009,2,9,0,42,0,38,0,46,3.26
649,2009,2,10,0,44,0,38,0,54,3.26
650,2009,2,11,0,47,0,41,0,56,3.26
651,2009,2,12,0,47,0,40,0,56,3.26
652,2009,2,13,0,43,0,39,0,50,3.26
653,2009,2,14,0,46,0,38,0,56,3.26
654,2009,2,15,0,48,0,43,0,56,3.26
655,2009,2,16,0,45,0,42,0,49,3.26
656,2009,2,17,0,46,0,41,0,54,3.26
657,2009,2,18,0,51,0,43,0,58,3.26
658,2009,2,19,0,59,0,52,0,69,3.26
659,2009,2,20,0,62,0,57,0,72,3.26
660,2009,2,21,0,61,0,57,0,71,3.26
661,2009,2,22,0,64,0,58,0,69,3.26
662,2009,2,23,0,62,0,55,0,71,3.26
663,2009,2,24,0,58,0,51,0,67,3.26
664,2009,2,25,0,50,0,46,0,61,3.26
665,2009,2,26,0,51,0,44,0,61,3.26
666,2009,2,27,0,55,0,45,0,63,3.26
667,2009,2,28,0,70,0,62,0,80,3.26
668,2009,3,1,0,72,0,65,0,80,0.28
669,2009,3,2,0,64,0,55,0,72,0.28
670,2009,3,3,0,56,0,48,0,67,0.28
671,2009,3,4,0,49,0,45,0,52,0.28
672,2009,3,5,0,49,0,42,0,60,0.28
673,2009,3,6,0,47,0,42,0,59,0.28
674,2009,3,7,0,51,0,43,0,61,0.28
675,2009,3,8,0,51,0,43,0,63,0.28
676,2009,3,9,0,49,0,43,0,58,0.28
677,2009,3,10,0,50,0,41,0,65,0.28
678,2009,3,11,0,48,0,43,0,57,0.28
679,2009,3,12,0,50,0,44,0,63,0.28
680,2009,3,13,0,54,0,45,0,67,0.28
681,2009,3,14,0,50,0,43,0,60,0.28
682,2009,3,15,0,50,0,44,0,60,0.28
683,2009,3,16,0,58,0,47,0,73,0.28
684,2009,3,17,0,67,0,57,0,79,0.28
685,2009,3,18,0,71,0,60,0,83,0.28
686,2009,3,19,0,66,0,56,0,78,0.28
687,2009,3,20,0,58,0,47,0,69,0.28
688,2009,3,21,0,51,0,46,0,58,0.28
689,2009,3,22,0,49,0,41,0,55,0.28
690,2009,3,23,0,52,0,42,0,61,0.28
691,2009,3,24,0,61,0,51,0,75,0.28
692,2009,3,25,0,64,0,54,0,76,0.28
693,2009,3,26,0,58,0,50,0,71,0.28
694,2009,3,27,0,62,0,53,0,73,0.28
695,2009,3,28,0,67,0,58,0,81,0.28
696,2009,3,29,0,54,0,47,0,64,0.28
697,2009,3,30,0,57,0,45,0,69,0.28
698,2009,3,31,0,59,0,49,0,73,0.28
699,2009,4,1,0,56,0,45,0,69,0.03
700,2009,4,2,0,51,0,46,0,60,0.03
701,2009,4,3,0,51,0,45,0,60,0.03
702,2009,4,4,0,55,0,44,0,69,0.03
703,2009,4,5,0,65,0,55,0,79,0.03
704,2009,4,6,0,69,0,58,0,83,0.03
705,2009,4,7,0,59,0,49,0,70,0.03
706,2009,4,8,0,52,0,45,0,63,0.03
707,2009,4,9,0,53,0,45,0,68,0.03
708,2009,4,10,0,49,0,46,0,60,0.03
709,2009,4,11,0,51,0,44,0,64,0.03
710,2009,4,12,0,58,0,44,0,73,0.03
711,2009,4,13,0,64,0,54,0,78,0.03
712,2009,4,14,0,54,0,42,0,64,0.03
713,2009,4,15,0,47,0,39,0,59,0.03
714,2009,4,16,0,53,0,41,0,67,0.03
715,2009,4,17,0,63,0,51,0,78,0.03
716,2009,4,18,0,71,0,59,0,85,0.03
717,2009,4,19,0,80,0,70,0,92,0.03
718,2009,4,20,0,86,0,75,0,100,0.03
719,2009,4,21,0,84,0,64,0,96,0.03
720,2009,4,22,0,64,0,50,0,76,0.03
721,2009,4,23,0,56,0,50,0,68,0.03
722,2009,4,24,0,53,0,49,0,60,0.03
723,2009,4,25,0,55,0,47,0,67,0.03
724,2009,4,26,0,55,0,45,0,69,0.03
725,2009,4,27,0,54,0,46,0,68,0.03
726,2009,4,28,0,53,0,46,0,66,0.03
727,2009,4,29,0,55,0,45,0,69,0.03
728,2009,4,30,0,59,0,47,0,74,0.03
729,2009,5,1,0,65,0,54,0,78,0.09
730,2009,5,2,0,58,0,51,0,69,0.09
731,2009,5,3,0,63,0,51,0,77,0.09
732,2009,5,4,0,63,0,51,0,79,0.09
733,2009,5,5,0,65,0,56,0,78,0.09
734,2009,5,6,0,72,0,57,0,87,0.09
735,2009,5,7,0,78,0,66,0,90,0.09
736,2009,5,8,0,72,0,59,0,85,0.09
737,2009,5,9,0,62,0,51,0,80,0.09
738,2009,5,10,0,62,0,51,0,78,0.09
739,2009,5,11,0,61,0,51,0,79,0.09
740,2009,5,12,0,60,0,52,0,77,0.09
741,2009,5,13,0,62,0,52,0,77,0.09
742,2009,5,14,0,67,0,58,0,79,0.09
743,2009,5,15,0,65,0,53,0,79,0.09
744,2009,5,16,0,67,0,53,0,81,0.09
745,2009,5,17,0,73,0,61,0,83,0.09
746,2009,5,18,0,69,0,55,0,86,0.09
747,2009,5,19,0,74,0,63,0,87,0.09
748,2009,5,20,0,71,0,59,0,85,0.09
749,2009,5,21,0,65,0,55,0,80,0.09
750,2009,5,22,0,61,0,51,0,78,0.09
751,2009,5,23,0,60,0,51,0,76,0.09
752,2009,5,24,0,59,0,49,0,74,0.09
753,2009,5,25,0,60,0,52,0,74,0.09
754,2009,5,26,0,61,0,53,0,76,0.09
755,2009,5,27,0,62,0,53,0,77,0.09
756,2009,5,28,0,62,0,54,0,78,0.09
757,2009,5,29,0,57,0,54,0,61,0.09
758,2009,5,30,0,57,0,54,0,62,0.09
759,2009,5,31,0,59,0,54,0,71,0.09
760,2009,6,1,0,60,0,54,0,74,0.04
761,2009,6,2,0,63,0,53,0,82,0.04
762,2009,6,3,0,60,0,54,0,72,0.04
763,2009,6,4,0,60,0,53,0,73,0.04
764,2009,6,5,0,59,0,52,0,71,0.04
765,2009,6,6,0,58,0,51,0,72,0.04
766,2009,6,7,0,60,0,52,0,74,0.04
767,2009,6,8,0,59,0,52,0,72,0.04
768,2009,6,9,0,58,0,52,0,67,0.04
769,2009,6,10,0,56,0,52,0,66,0.04
770,2009,6,11,0,59,0,53,0,69,0.04
771,2009,6,12,0,57,0,53,0,62,0.04
772,2009,6,13,0,60,0,54,0,67,0.04
773,2009,6,14,0,62,0,53,0,75,0.04
774,2009,6,15,0,61,0,52,0,76,0.04
775,2009,6,16,0,64,0,55,0,77,0.04
776,2009,6,17,0,65,0,53,0,78,0.04
777,2009,6,18,0,67,0,55,0,81,0.04
778,2009,6,19,0,67,0,55,0,82,0.04
779,2009,6,20,0,59,0,56,0,65,0.04
780,2009,6,21,0,64,0,54,0,77,0.04
781,2009,6,22,0,64,0,53,0,78,0.04
782,2009,6,23,0,63,0,52,0,79,0.04
783,2009,6,24,0,63,0,54,0,77,0.04
784,2009,6,25,0,64,0,54,0,79,0.04
785,2009,6,26,0,70,0,57,0,83,0.04
786,2009,6,27,0,75,0,64,0,88,0.04
787,2009,6,28,0,81,0,70,0,95,0.04
788,2009,6,29,0,77,0,69,0,86,0.04
789,2009,6,30,0,74,0,66,0,86,0.04
790,2009,10,1,0,77,0,70,0,87,0.42
791,2009,10,2,0,73,0,62,0,90,0.42
792,2009,10,3,0,66,0,55,0,80,0.42
793,2009,10,4,0,56,0,49,0,65,0.42
794,2009,10,5,0,57,0,49,0,70,0.42
795,2009,10,6,0,58,0,50,0,72,0.42
796,2009,10,7,0,58,0,51,0,70,0.42
797,2009,10,8,0,60,0,51,0,75,0.42
798,2009,10,9,0,60,0,51,0,76,0.42
799,2009,10,10,0,58,0,50,0,74,0.42
800,2009,10,11,0,58,0,51,0,72,0.42
801,2009,10,12,0,55,0,50,0,60,0.42
802,2009,10,13,0,57,0,53,0,62,0.42
803,2009,10,14,0,60,0,56,0,65,0.42
804,2009,10,15,0,71,0,59,0,83,0.42
805,2009,10,16,0,85,0,79,0,98,0.42
806,2009,10,17,0,83,0,74,0,92,0.42
807,2009,10,18,0,72,0,57,0,83,0.42
808,2009,10,19,0,62,0,56,0,73,0.42
809,2009,10,20,0,63,0,53,0,74,0.42
810,2009,10,21,0,72,0,61,0,84,0.42
811,2009,10,22,0,73,0,65,0,84,0.42
812,2009,10,23,0,78,0,70,0,90,0.42
813,2009,10,24,0,73,0,66,0,84,0.42
814,2009,10,25,0,76,0,61,0,87,0.42
815,2009,10,26,0,78,0,69,0,92,0.42
816,2009,10,27,0,63,0,54,0,70,0.42
817,2009,10,28,0,55,0,48,0,63,0.42
818,2009,10,29,0,57,0,50,0,68,0.42
819,2009,10,30,0,63,0,53,0,75,0.42
820,2009,10,31,0,73,0,63,0,83,0.42
821,2009,11,1,0,76,0,69,0,87,0.05
822,2009,11,2,0,77,0,70,0,88,0.05
823,2009,11,3,0,79,0,69,0,92,0.05
824,2009,11,4,0,69,0,54,0,82,0.05
825,2009,11,5,0,57,0,49,0,70,0.05
826,2009,11,6,0,58,0,51,0,72,0.05
827,2009,11,7,0,57,0,50,0,68,0.05
828,2009,11,8,0,61,0,49,0,74,0.05
829,2009,11,9,0,70,0,62,0,84,0.05
830,2009,11,10,0,73,0,67,0,84,0.05
831,2009,11,11,0,69,0,62,0,79,0.05
832,2009,11,12,0,61,0,53,0,73,0.05
833,2009,11,13,0,55,0,50,0,66,0.05
834,2009,11,14,0,55,0,48,0,66,0.05
835,2009,11,15,0,60,0,51,0,67,0.05
836,2009,11,16,0,66,0,57,0,77,0.05
837,2009,11,17,0,67,0,58,0,80,0.05
838,2009,11,18,0,58,0,50,0,72,0.05
839,2009,11,19,0,66,0,52,0,79,0.05
840,2009,11,20,0,60,0,49,0,71,0.05
841,2009,11,21,0,54,0,47,0,66,0.05
842,2009,11,22,0,59,0,51,0,70,0.05
843,2009,11,23,0,64,0,53,0,73,0.05
844,2009,11,24,0,65,0,61,0,71,0.05
845,2009,11,25,0,68,0,63,0,74,0.05
846,2009,11,26,0,71,0,64,0,84,0.05
847,2009,11,27,0,61,0,48,0,73,0.05
848,2009,11,28,0,51,0,46,0,62,0.05
849,2009,11,29,0,59,0,51,0,65,0.05
850,2009,11,30,0,65,0,60,0,75,0.05
851,2010,1,1,0,63,0,56,0,70,5.46
852,2010,1,2,0,68,0,62,0,79,5.46
853,2010,1,3,0,68,0,62,0,82,5.46
854,2010,1,4,0,65,0,61,0,73,5.46
855,2010,1,5,0,65,0,59,0,75,5.46
856,2010,1,6,0,64,0,59,0,72,5.46
857,2010,1,7,0,64,0,58,0,73,5.46
858,2010,1,8,0,67,0,61,0,78,5.46
859,2010,1,9,0,66,0,60,0,75,5.46
860,2010,1,10,0,66,0,56,0,77,5.46
861,2010,1,11,0,68,0,63,0,76,5.46
862,2010,1,12,0,63,0,55,0,71,5.46
863,2010,1,13,0,51,0,46,0,58,5.46
864,2010,1,14,0,59,0,49,0,66,5.46
865,2010,1,15,0,63,0,59,0,70,5.46
866,2010,1,16,0,58,0,50,0,68,5.46
867,2010,1,17,0,52,0,48,0,62,5.46
868,2010,1,18,0,51,0,49,0,52,5.46
869,2010,1,19,0,49,0,46,0,52,5.46
870,2010,1,20,0,48,0,46,0,50,5.46
871,2010,1,21,0,47,0,44,0,53,5.46
872,2010,1,22,0,42,0,39,0,46,5.46
873,2010,1,23,0,46,0,41,0,56,5.46
874,2010,1,24,0,50,0,43,0,60,5.46
875,2010,1,25,0,53,0,48,0,61,5.46
876,2010,1,26,0,51,0,46,0,59,5.46
877,2010,1,27,0,54,0,48,0,66,5.46
878,2010,1,28,0,55,0,50,0,66,5.46
879,2010,1,29,0,55,0,50,0,65,5.46
880,2010,1,30,0,52,0,44,0,61,5.46
881,2010,1,31,0,53,0,46,0,64,5.46
882,2010,2,1,0,54,0,48,0,63,3.51
883,2010,2,2,0,54,0,47,0,66,3.51
884,2010,2,3,0,54,0,48,0,64,3.51
885,2010,2,4,0,51,0,46,0,60,3.51
886,2010,2,5,0,49,0,47,0,51,3.51
887,2010,2,6,0,50,0,46,0,54,3.51
888,2010,2,7,0,49,0,42,0,58,3.51
889,2010,2,8,0,51,0,44,0,61,3.51
890,2010,2,9,0,45,0,37,0,51,3.51
891,2010,2,10,0,49,0,39,0,59,3.51
892,2010,2,11,0,51,0,45,0,60,3.51
893,2010,2,12,0,55,0,47,0,65,3.51
894,2010,2,13,0,64,0,53,0,72,3.51
895,2010,2,14,0,68,0,63,0,79,3.51
896,2010,2,15,0,68,0,63,0,78,3.51
897,2010,2,16,0,69,0,64,0,79,3.51
898,2010,2,17,0,65,0,59,0,72,3.51
899,2010,2,18,0,57,0,46,0,68,3.51
900,2010,2,19,0,49,0,45,0,58,3.51
901,2010,2,20,0,50,0,45,0,57,3.51
902,2010,2,21,0,50,0,46,0,57,3.51
903,2010,2,22,0,51,0,44,0,57,3.51
904,2010,2,23,0,55,0,48,0,68,3.51
905,2010,2,24,0,53,0,49,0,60,3.51
906,2010,2,25,0,55,0,48,0,67,3.51
907,2010,2,26,0,60,0,51,0,70,3.51
908,2010,2,27,0,49,0,43,0,53,3.51
909,2010,2,28,0,51,0,43,0,61,3.51
910,2010,3,1,0,55,0,48,0,68,0.73
911,2010,3,2,0,53,0,47,0,62,0.73
912,2010,3,3,0,51,0,45,0,57,0.73
913,2010,3,4,0,48,0,42,0,59,0.73
914,2010,3,5,0,51,0,43,0,64,0.73
915,2010,3,6,0,48,0,43,0,52,0.73
916,2010,3,7,0,49,0,43,0,57,0.73
917,2010,3,8,0,50,0,45,0,58,0.73
918,2010,3,9,0,46,0,39,0,56,0.73
919,2010,3,10,0,47,0,40,0,55,0.73
920,2010,3,11,0,54,0,46,0,66,0.73
921,2010,3,12,0,56,0,47,0,66,0.73
922,2010,3,13,0,51,0,45,0,59,0.73
923,2010,3,14,0,58,0,48,0,68,0.73
924,2010,3,15,0,66,0,59,0,74,0.73
925,2010,3,16,0,70,0,63,0,80,0.73
926,2010,3,17,0,71,0,64,0,80,0.73
927,2010,3,18,0,63,0,48,0,73,0.73
928,2010,3,19,0,61,0,46,0,75,0.73
929,2010,3,20,0,67,0,56,0,78,0.73
930,2010,3,21,0,66,0,59,0,78,0.73
931,2010,3,22,0,59,0,48,0,68,0.73
932,2010,3,23,0,59,0,47,0,70,0.73
933,2010,3,24,0,60,0,49,0,73,0.73
934,2010,3,25,0,52,0,44,0,66,0.73
935,2010,3,26,0,57,0,45,0,71,0.73
936,2010,3,27,0,63,0,54,0,72,0.73
937,2010,3,28,0,68,0,60,0,79,0.73
938,2010,3,29,0,66,0,52,0,79,0.73
939,2010,3,30,0,54,0,47,0,63,0.73
940,2010,3,31,0,48,0,42,0,55,0.73
941,2010,4,1,0,48,0,39,0,61,1.44
942,2010,4,2,0,52,0,42,0,64,1.44
943,2010,4,3,0,53,0,44,0,67,1.44
944,2010,4,4,0,51,0,44,0,61,1.44
945,2010,4,5,0,50,0,46,0,60,1.44
946,2010,4,6,0,57,0,44,0,68,1.44
947,2010,4,7,0,66,0,59,0,74,1.44
948,2010,4,8,0,68,0,60,0,80,1.44
949,2010,4,9,0,60,0,48,0,74,1.44
950,2010,4,10,0,53,0,45,0,67,1.44
951,2010,4,11,0,51,0,47,0,57,1.44
952,2010,4,12,0,50,0,43,0,58,1.44
953,2010,4,13,0,52,0,42,0,64,1.44
954,2010,4,14,0,56,0,46,0,68,1.44
955,2010,4,15,0,57,0,48,0,71,1.44
956,2010,4,16,0,57,0,47,0,70,1.44
957,2010,4,17,0,61,0,51,0,74,1.44
958,2010,4,18,0,61,0,51,0,77,1.44
959,2010,4,19,0,60,0,50,0,74,1.44
960,2010,4,20,0,54,0,44,0,69,1.44
961,2010,4,21,0,47,0,42,0,57,1.44
962,2010,4,22,0,47,0,39,0,56,1.44
963,2010,4,23,0,54,0,43,0,67,1.44
964,2010,4,24,0,57,0,47,0,71,1.44
965,2010,4,25,0,62,0,50,0,76,1.44
966,2010,4,26,0,66,0,50,0,76,1.44
967,2010,4,27,0,57,0,48,0,69,1.44
968,2010,4,28,0,54,0,46,0,64,1.44
969,2010,4,29,0,53,0,43,0,64,1.44
970,2010,4,30,0,57,0,46,0,70,1.44
971,2010,5,1,0,59,0,49,0,73,0.06
972,2010,5,2,0,58,0,47,0,72,0.06
973,2010,5,3,0,68,0,52,0,84,0.06
974,2010,5,4,0,68,0,59,0,83,0.06
975,2010,5,5,0,63,0,51,0,78,0.06
976,2010,5,6,0,60,0,51,0,74,0.06
977,2010,5,7,0,67,0,56,0,83,0.06
978,2010,5,8,0,65,0,52,0,81,0.06
979,2010,5,9,0,55,0,48,0,65,0.06
980,2010,5,10,0,55,0,46,0,68,0.06
981,2010,5,11,0,55,0,46,0,68,0.06
982,2010,5,12,0,61,0,46,0,76,0.06
983,2010,5,13,0,63,0,51,0,77,0.06
984,2010,5,14,0,59,0,48,0,76,0.06
985,2010,5,15,0,60,0,49,0,79,0.06
986,2010,5,16,0,58,0,51,0,74,0.06
987,2010,5,17,0,52,0,48,0,54,0.06
988,2010,5,18,0,56,0,48,0,70,0.06
989,2010,5,19,0,61,0,51,0,75,0.06
990,2010,5,20,0,67,0,56,0,81,0.06
991,2010,5,21,0,61,0,51,0,76,0.06
992,2010,5,22,0,56,0,47,0,68,0.06
993,2010,5,23,0,52,0,45,0,64,0.06
994,2010,5,24,0,56,0,45,0,71,0.06
995,2010,5,25,0,58,0,46,0,73,0.06
996,2010,5,26,0,59,0,48,0,75,0.06
997,2010,5,27,0,58,0,48,0,69,0.06
998,2010,5,28,0,59,0,47,0,72,0.06
999,2010,5,29,0,71,0,55,0,88,0.06
1000,2010,5,30,0,70,0,58,0,85,0.06
1001,2010,5,31,0,63,0,51,0,81,0.06
1002,2010,6,1,0,59,0,50,0,72,0.01
1003,2010,6,2,0,61,0,51,0,79,0.01
1004,2010,6,3,0,63,0,51,0,78,0.01
1005,2010,6,4,0,66,0,53,0,84,0.01
1006,2010,6,5,0,69,0,57,0,85,0.01
1007,2010,6,6,0,68,0,55,0,87,0.01
1008,2010,6,7,0,66,0,56,0,82,0.01
1009,2010,6,8,0,64,0,56,0,79,0.01
1010,2010,6,9,0,62,0,54,0,78,0.01
1011,2010,6,10,0,61,0,53,0,79,0.01
1012,2010,6,11,0,59,0,52,0,68,0.01
1013,2010,6,12,0,59,0,52,0,71,0.01
1014,2010,6,13,0,64,0,52,0,83,0.01
1015,2010,6,14,0,75,0,63,0,88,0.01
1016,2010,6,15,0,68,0,53,0,84,0.01
1017,2010,6,16,0,61,0,50,0,78,0.01
1018,2010,6,17,0,65,0,52,0,81,0.01
1019,2010,6,18,0,63,0,51,0,80,0.01
1020,2010,6,19,0,63,0,52,0,80,0.01
1021,2010,6,20,0,65,0,52,0,82,0.01
1022,2010,6,21,0,61,0,53,0,74,0.01
1023,2010,6,22,0,64,0,50,0,81,0.01
1024,2010,6,23,0,66,0,56,0,82,0.01
1025,2010,6,24,0,66,0,53,0,82,0.01
1026,2010,6,25,0,66,0,51,0,83,0.01
1027,2010,6,26,0,62,0,53,0,77,0.01
1028,2010,6,27,0,64,0,53,0,81,0.01
1029,2010,6,28,0,62,0,55,0,75,0.01
1030,2010,6,29,0,63,0,55,0,78,0.01
1031,2010,6,30,0,68,0,56,0,86,0.01
1032,2010,7,1,0,70,0,60,0,82,0.03
1033,2010,7,2,0,68,0,55,0,81,0.03
1034,2010,7,3,0,62,0,51,0,78,0.03
1035,2010,7,4,0,61,0,50,0,76,0.03
1036,2010,7,5,0,62,0,54,0,75,0.03
1037,2010,7,6,0,59,0,54,0,69,0.03
1038,2010,7,7,0,61,0,53,0,75,0.03
1039,2010,7,8,0,61,0,53,0,74,0.03
1040,2010,7,9,0,63,0,54,0,79,0.03
1041,2010,7,10,0,65,0,56,0,81,0.03
1042,2010,7,11,0,65,0,56,0,82,0.03
1043,2010,7,12,0,69,0,56,0,86,0.03
1044,2010,7,13,0,79,0,63,0,94,0.03
1045,2010,7,14,0,84,0,71,0,97,0.03
1046,2010,7,15,0,87,0,78,0,102,0.03
1047,2010,7,16,0,87,0,76,0,100,0.03
1048,2010,7,17,0,83,0,68,0,95,0.03
1049,2010,7,18,0,76,0,63,0,88,0.03
1050,2010,7,19,0,70,0,59,0,87,0.03
1051,2010,7,20,0,67,0,57,0,81,0.03
1052,2010,7,21,0,65,0,58,0,79,0.03
1053,2010,7,22,0,65,0,57,0,79,0.03
1054,2010,7,23,0,70,0,59,0,85,0.03
1055,2010,7,24,0,71,0,59,0,83,0.03
1056,2010,7,25,0,66,0,56,0,82,0.03
1057,2010,7,26,0,63,0,54,0,77,0.03
1058,2010,7,27,0,61,0,53,0,76,0.03
1059,2010,7,28,0,64,0,53,0,81,0.03
1060,2010,7,29,0,67,0,56,0,81,0.03
1061,2010,7,30,0,66,0,56,0,81,0.03
1062,2010,7,31,0,64,0,54,0,83,0.03
1063,2010,8,1,0,69,0,55,0,84,0.01
1064,2010,8,2,0,74,0,59,0,86,0.01
1065,2010,8,3,0,76,0,66,0,87,0.01
1066,2010,8,4,0,70,0,55,0,87,0.01
1067,2010,8,5,0,65,0,54,0,83,0.01
1068,2010,8,6,0,65,0,53,0,83,0.01
1069,2010,8,7,0,63,0,52,0,81,0.01
1070,2010,8,8,0,63,0,52,0,79,0.01
1071,2010,8,9,0,64,0,51,0,81,0.01
1072,2010,8,10,0,65,0,54,0,82,0.01
1073,2010,8,11,0,64,0,53,0,81,0.01
1074,2010,8,12,0,68,0,56,0,84,0.01
1075,2010,8,13,0,71,0,61,0,85,0.01
1076,2010,8,14,0,70,0,59,0,85,0.01
1077,2010,8,15,0,75,0,65,0,89,0.01
1078,2010,8,16,0,78,0,67,0,91,0.01
1079,2010,8,17,0,84,0,74,0,97,0.01
1080,2010,8,18,0,84,0,75,0,97,0.01
1081,2010,8,19,0,82,0,73,0,93,0.01
1082,2010,8,20,0,82,0,73,0,96,0.01
1083,2010,8,21,0,81,0,73,0,92,0.01
1084,2010,8,22,0,82,0,73,0,92,0.01
1085,2010,8,23,0,84,0,73,0,98,0.01
1086,2010,8,24,0,88,0,77,0,101,0.01
1087,2010,8,25,0,90,0,83,0,102,0.01
1088,2010,8,26,0,90,0,82,0,101,0.01
1089,2010,8,27,0,75,0,57,0,88,0.01
1090,2010,8,28,0,62,0,53,0,78,0.01
1091,2010,8,29,0,62,0,54,0,76,0.01
1092,2010,8,30,0,63,0,52,0,77,0.01
1093,2010,8,31,0,70,0,58,0,85,0.01
1094,2010,9,1,0,76,0,65,0,90,0.07
1095,2010,9,2,0,83,0,72,0,94,0.07
1096,2010,9,3,0,87,0,75,0,97,0.07
1097,2010,9,4,0,92,0,79,0,104,0.07
1098,2010,9,5,0,75,0,55,0,91,0.07
1099,2010,9,6,0,64,0,54,0,82,0.07
1100,2010,9,7,0,61,0,56,0,73,0.07
1101,2010,9,8,0,57,0,55,0,64,0.07
1102,2010,9,9,0,62,0,53,0,76,0.07
1103,2010,9,10,0,65,0,54,0,81,0.07
